user_id,subscription_id,monthly_revenue,join_date,lmp,country_id,age,gender_id,device_id
348,3,14,2022-10-05 00:00:00,2023-06-26 00:00:00,8,30,1,3
349,2,14,2022-11-02 00:00:00,2023-06-26 00:00:00,9,28,1,1
350,1,10,2022-11-02 00:00:00,2023-06-28 00:00:00,10,44,2,1
351,2,11,2022-11-02 00:00:00,2023-06-28 00:00:00,1,34,2,3
352,1,10,2022-09-20 00:00:00,2023-06-26 00:00:00,2,38,1,4
353,3,14,2022-08-10 00:00:00,2023-06-26 00:00:00,3,34,2,1
354,3,10,2022-08-16 00:00:00,2023-06-28 00:00:00,4,40,2,4
355,1,15,2022-10-12 00:00:00,2023-06-27 00:00:00,5,32,2,2
356,2,11,2022-10-14 00:00:00,2023-06-30 00:00:00,6,38,1,3
357,1,15,2022-10-18 00:00:00,2023-06-26 00:00:00,7,39,1,1
358,3,12,2022-11-11 00:00:00,2023-06-28 00:00:00,8,34,2,3
359,2,11,2022-11-20 00:00:00,2023-06-26 00:00:00,9,41,1,1
360,1,15,2022-11-21 00:00:00,2023-06-30 00:00:00,10,43,2,2
361,2,12,2022-11-25 00:00:00,2023-06-28 00:00:00,1,36,2,4
362,1,11,2022-12-08 00:00:00,2023-06-27 00:00:00,2,31,1,4
363,3,12,2022-11-01 00:00:00,2023-06-25 00:00:00,3,47,2,3
364,3,14,2022-10-12 00:00:00,2023-06-29 00:00:00,4,48,1,3
365,1,11,2022-10-13 00:00:00,2023-06-27 00:00:00,5,36,1,4
366,2,12,2022-10-17 00:00:00,2023-06-29 00:00:00,6,41,1,3
367,1,13,2022-10-23 00:00:00,2023-06-25 00:00:00,7,32,1,4
368,3,13,2022-10-24 00:00:00,2023-06-28 00:00:00,8,28,1,1
369,2,12,2022-10-25 00:00:00,2023-06-27 00:00:00,9,46,2,1
370,1,11,2022-10-22 00:00:00,2023-06-29 00:00:00,10,46,2,1
371,1,11,2022-09-30 00:00:00,2023-06-25 00:00:00,1,47,1,2
372,1,11,2022-09-06 00:00:00,2023-06-27 00:00:00,2,31,2,2
373,3,10,2022-06-18 00:00:00,2023-06-26 00:00:00,3,44,2,2
374,2,10,2022-06-12 00:00:00,2023-06-28 00:00:00,4,39,2,4
375,1,14,2022-06-17 00:00:00,2023-06-28 00:00:00,5,44,2,4
376,1,12,2022-06-20 00:00:00,2023-06-27 00:00:00,6,39,2,1
377,2,12,2022-08-27 00:00:00,2023-06-28 00:00:00,7,37,1,4
378,3,14,2022-08-13 00:00:00,2023-06-27 00:00:00,8,47,2,4
379,3,10,2022-08-12 00:00:00,2023-06-28 00:00:00,9,46,2,3
380,1,15,2022-08-05 00:00:00,2023-06-27 00:00:00,10,27,2,3
381,2,10,2022-07-14 00:00:00,2023-06-27 00:00:00,1,43,2,4
382,3,10,2022-06-07 00:00:00,2023-06-26 00:00:00,2,51,1,3
383,1,10,2022-06-01 00:00:00,2023-06-27 00:00:00,3,49,1,3
384,3,10,2022-05-19 00:00:00,2023-06-28 00:00:00,4,35,2,1
385,2,15,2022-05-22 00:00:00,2023-06-27 00:00:00,5,44,1,1
386,1,14,2022-07-11 00:00:00,2023-06-26 00:00:00,6,48,1,2
387,2,11,2022-07-19 00:00:00,2023-06-28 00:00:00,7,39,2,2
388,3,12,2022-07-21 00:00:00,2023-06-28 00:00:00,8,38,1,4
389,1,14,2022-08-02 00:00:00,2023-06-26 00:00:00,9,45,1,3
390,3,13,2022-07-03 00:00:00,2023-06-28 00:00:00,10,43,2,4
391,2,13,2022-06-23 00:00:00,2023-06-27 00:00:00,1,42,1,4
392,1,15,2022-06-03 00:00:00,2023-06-28 00:00:00,2,28,1,3
393,3,10,2022-06-03 00:00:00,2023-06-26 00:00:00,3,40,1,2
394,2,14,2022-05-30 00:00:00,2023-06-27 00:00:00,4,41,2,2
395,1,12,2022-06-05 00:00:00,2023-06-26 00:00:00,5,45,2,4
396,2,14,2022-06-10 00:00:00,2023-06-27 00:00:00,6,30,2,1
397,1,11,2022-07-14 00:00:00,2023-06-26 00:00:00,7,31,2,1
398,3,13,2022-07-15 00:00:00,2023-06-27 00:00:00,8,51,2,2
399,3,12,2022-07-14 00:00:00,2023-06-25 00:00:00,9,44,2,1
400,1,14,2022-07-13 00:00:00,2023-06-27 00:00:00,10,49,1,4
401,2,12,2022-07-17 00:00:00,2023-06-26 00:00:00,1,47,2,4
402,1,14,2022-07-21 00:00:00,2023-06-26 00:00:00,2,42,1,1
403,3,13,2022-07-23 00:00:00,2023-06-28 00:00:00,3,28,1,1
404,2,13,2022-08-01 00:00:00,2023-06-28 00:00:00,4,28,1,1
405,1,13,2022-08-06 00:00:00,2023-06-26 00:00:00,5,49,2,2
406,2,12,2022-08-19 00:00:00,2023-06-26 00:00:00,6,32,2,1
407,1,12,2022-08-26 00:00:00,2023-06-27 00:00:00,7,37,2,2
408,3,13,2022-09-27 00:00:00,2023-06-27 00:00:00,8,37,2,2
409,3,14,2022-09-15 00:00:00,2023-06-25 00:00:00,9,37,1,1
410,1,15,2022-09-02 00:00:00,2023-06-25 00:00:00,10,37,1,3
411,2,14,2022-09-03 00:00:00,2023-06-26 00:00:00,1,48,2,2
412,1,12,2022-09-03 00:00:00,2023-06-26 00:00:00,2,47,1,4
413,3,13,2022-08-24 00:00:00,2023-06-26 00:00:00,3,41,2,1
414,2,14,2022-08-21 00:00:00,2023-06-27 00:00:00,4,47,2,4
415,1,13,2022-08-23 00:00:00,2023-06-25 00:00:00,5,39,2,1
416,2,10,2022-09-02 00:00:00,2023-06-26 00:00:00,6,28,1,2
417,1,14,2022-09-21 00:00:00,2023-06-29 00:00:00,7,31,1,3
418,3,14,2022-10-21 00:00:00,2023-06-27 00:00:00,8,47,2,3
419,3,11,2022-10-30 00:00:00,2023-06-27 00:00:00,9,27,2,4
420,1,10,2022-11-02 00:00:00,2023-06-28 00:00:00,10,28,1,4
421,2,14,2022-10-16 00:00:00,2023-06-28 00:00:00,1,33,1,2
422,1,14,2022-09-15 00:00:00,2023-06-29 00:00:00,2,29,2,2
423,3,15,2022-09-12 00:00:00,2023-06-27 00:00:00,3,41,1,1
424,2,12,2022-09-18 00:00:00,2023-06-29 00:00:00,4,28,2,2
425,1,13,2022-10-04 00:00:00,2023-06-27 00:00:00,5,38,1,2
426,2,15,2022-10-05 00:00:00,2023-06-30 00:00:00,6,35,1,4
427,1,11,2022-11-06 00:00:00,2023-06-26 00:00:00,7,51,1,3
428,3,12,2022-11-17 00:00:00,2023-06-28 00:00:00,8,45,1,1
429,3,14,2022-11-18 00:00:00,2023-06-26 00:00:00,9,51,1,4
430,1,14,2022-11-22 00:00:00,2023-06-30 00:00:00,10,46,2,3
431,2,15,2022-12-04 00:00:00,2023-06-28 00:00:00,1,28,1,3
432,1,12,2022-11-19 00:00:00,2023-06-30 00:00:00,2,46,2,3
433,3,11,2022-11-06 00:00:00,2023-06-25 00:00:00,3,46,2,1
434,2,12,2022-10-15 00:00:00,2023-06-29 00:00:00,4,32,2,4
435,1,11,2022-10-17 00:00:00,2023-06-28 00:00:00,5,39,2,3
436,2,11,2022-10-19 00:00:00,2023-06-29 00:00:00,6,41,2,1
437,1,13,2022-10-23 00:00:00,2023-06-25 00:00:00,7,47,1,3
438,3,12,2022-10-24 00:00:00,2023-06-28 00:00:00,8,35,1,3
439,3,12,2022-10-23 00:00:00,2023-06-27 00:00:00,9,37,2,3
440,1,11,2022-10-10 00:00:00,2023-06-29 00:00:00,10,47,1,2
441,2,13,2022-10-05 00:00:00,2023-06-28 00:00:00,1,48,2,4
442,1,12,2022-07-01 00:00:00,2023-06-27 00:00:00,2,30,2,4
443,3,10,2022-07-01 00:00:00,2023-06-27 00:00:00,3,36,1,3
444,2,10,2022-06-25 00:00:00,2023-06-28 00:00:00,4,50,2,1
445,1,12,2022-06-24 00:00:00,2023-06-28 00:00:00,5,41,1,2
446,1,14,2022-06-28 00:00:00,2023-06-28 00:00:00,6,46,2,1
447,1,15,2022-08-11 00:00:00,2023-06-28 00:00:00,7,36,2,4
448,3,14,2022-08-12 00:00:00,2023-06-27 00:00:00,8,48,1,2
449,2,10,2022-08-07 00:00:00,2023-06-28 00:00:00,9,37,2,4
450,1,14,2022-08-06 00:00:00,2023-06-27 00:00:00,10,49,1,4
451,1,12,2022-07-18 00:00:00,2023-06-28 00:00:00,1,31,2,4
452,2,12,2022-06-16 00:00:00,2023-06-26 00:00:00,2,42,2,4
453,3,11,2022-05-30 00:00:00,2023-06-28 00:00:00,3,45,2,2
454,3,15,2022-05-28 00:00:00,2023-06-28 00:00:00,4,51,2,2
455,1,11,2022-05-31 00:00:00,2023-06-27 00:00:00,5,31,2,3
456,2,14,2022-06-04 00:00:00,2023-06-27 00:00:00,6,41,1,2
457,3,14,2022-06-29 00:00:00,2023-06-28 00:00:00,7,40,1,3
458,1,10,2022-07-24 00:00:00,2023-06-28 00:00:00,8,27,1,2
459,3,10,2022-07-19 00:00:00,2023-06-27 00:00:00,9,46,2,2
460,2,10,2022-06-30 00:00:00,2023-06-28 00:00:00,10,30,2,3
461,1,11,2022-06-16 00:00:00,2023-06-27 00:00:00,1,37,1,3
462,2,15,2022-06-10 00:00:00,2023-06-28 00:00:00,2,45,1,1
463,3,11,2022-06-01 00:00:00,2023-06-26 00:00:00,3,40,1,3
464,1,13,2022-06-03 00:00:00,2023-06-28 00:00:00,4,45,1,4
465,3,11,2022-06-05 00:00:00,2023-06-26 00:00:00,5,34,1,4
466,2,10,2022-06-07 00:00:00,2023-06-27 00:00:00,6,33,1,4
467,1,10,2022-06-22 00:00:00,2023-06-26 00:00:00,7,47,2,4
468,3,11,2022-06-28 00:00:00,2023-06-27 00:00:00,8,32,1,3
469,2,12,2022-06-29 00:00:00,2023-06-29 00:00:00,9,41,2,2
470,1,15,2022-07-03 00:00:00,2023-06-28 00:00:00,10,31,2,2
471,2,15,2022-07-08 00:00:00,2023-06-27 00:00:00,1,43,1,2
472,1,10,2022-07-13 00:00:00,2023-06-27 00:00:00,2,32,2,2
473,3,10,2022-07-27 00:00:00,2023-06-28 00:00:00,3,46,2,1
474,3,14,2022-07-30 00:00:00,2023-06-28 00:00:00,4,38,1,1
475,1,11,2022-08-13 00:00:00,2023-06-26 00:00:00,5,31,2,3
476,2,14,2022-08-18 00:00:00,2023-06-26 00:00:00,6,31,2,4
477,1,10,2022-08-24 00:00:00,2023-06-27 00:00:00,7,50,1,4
478,3,10,2022-09-08 00:00:00,2023-06-27 00:00:00,8,32,1,4
479,2,13,2022-09-04 00:00:00,2023-06-27 00:00:00,9,38,2,1
480,1,15,2022-09-04 00:00:00,2023-06-27 00:00:00,10,37,2,4
481,2,12,2022-09-04 00:00:00,2023-06-26 00:00:00,1,36,1,3
482,1,11,2022-08-27 00:00:00,2023-06-27 00:00:00,2,30,1,3
483,3,14,2022-08-25 00:00:00,2023-06-27 00:00:00,3,28,1,3
484,3,13,2022-08-25 00:00:00,2023-06-28 00:00:00,4,40,1,1
485,1,14,2022-09-01 00:00:00,2023-06-28 00:00:00,5,28,2,2
486,2,15,2022-09-13 00:00:00,2023-06-26 00:00:00,6,37,2,4
487,1,15,2022-10-05 00:00:00,2023-06-29 00:00:00,7,30,1,3
488,3,11,2022-10-08 00:00:00,2023-06-28 00:00:00,8,33,2,3
489,2,11,2022-10-26 00:00:00,2023-06-28 00:00:00,9,49,1,2
490,1,12,2022-10-18 00:00:00,2023-06-29 00:00:00,10,36,2,3
491,2,12,2022-10-07 00:00:00,2023-06-28 00:00:00,1,28,2,1
492,1,10,2022-09-17 00:00:00,2023-06-30 00:00:00,2,51,1,2
493,3,11,2022-09-18 00:00:00,2023-06-27 00:00:00,3,35,2,1
494,3,14,2022-09-27 00:00:00,2023-06-29 00:00:00,4,31,1,3
495,1,13,2022-09-30 00:00:00,2023-06-27 00:00:00,5,39,1,1
496,2,10,2022-10-30 00:00:00,2023-06-30 00:00:00,6,51,2,4
497,1,11,2022-11-09 00:00:00,2023-06-29 00:00:00,7,44,1,1
498,3,11,2022-11-17 00:00:00,2023-06-28 00:00:00,8,41,2,1
499,2,10,2022-11-18 00:00:00,2023-06-26 00:00:00,9,28,2,4
500,1,15,2022-11-22 00:00:00,2023-06-30 00:00:00,10,38,1,4
501,2,14,2022-11-22 00:00:00,2023-06-28 00:00:00,9,43,1,1
502,1,13,2022-11-21 00:00:00,2023-06-30 00:00:00,9,38,1,1
503,3,14,2022-11-10 00:00:00,2023-06-26 00:00:00,1,30,1,2
504,3,12,2022-10-21 00:00:00,2023-06-29 00:00:00,2,32,2,4
505,1,11,2022-10-21 00:00:00,2023-06-28 00:00:00,1,35,1,1
506,2,14,2022-10-23 00:00:00,2023-06-29 00:00:00,1,27,1,3
507,1,15,2022-10-24 00:00:00,2023-06-26 00:00:00,2,49,2,2
508,3,12,2022-10-23 00:00:00,2023-06-28 00:00:00,3,42,2,2
509,2,10,2022-10-21 00:00:00,2023-06-28 00:00:00,4,40,1,1
510,1,15,2022-10-06 00:00:00,2023-06-29 00:00:00,5,43,2,2
511,2,11,2022-07-26 00:00:00,2023-06-28 00:00:00,6,44,2,3
512,1,15,2022-07-13 00:00:00,2023-06-28 00:00:00,7,32,1,2
513,3,10,2022-07-06 00:00:00,2023-06-28 00:00:00,8,50,1,2
514,3,14,2022-07-07 00:00:00,2023-06-28 00:00:00,9,35,1,2
515,1,15,2022-07-01 00:00:00,2023-06-29 00:00:00,10,44,2,4
516,2,14,2022-07-31 00:00:00,2023-06-28 00:00:00,9,42,2,3
517,1,12,2022-08-06 00:00:00,2023-06-28 00:00:00,9,34,2,3
518,3,15,2022-08-07 00:00:00,2023-06-27 00:00:00,1,37,2,2
519,2,10,2022-08-06 00:00:00,2023-06-28 00:00:00,2,43,1,1
520,1,13,2022-08-03 00:00:00,2023-06-28 00:00:00,1,32,1,3
521,1,15,2022-06-18 00:00:00,2023-06-28 00:00:00,1,33,2,3
522,1,14,2022-06-17 00:00:00,2023-06-27 00:00:00,2,32,2,2
523,3,13,2022-06-07 00:00:00,2023-06-29 00:00:00,3,41,1,1
524,2,15,2022-06-06 00:00:00,2023-06-28 00:00:00,4,31,1,2
525,1,14,2022-06-04 00:00:00,2023-06-27 00:00:00,5,44,1,2
526,1,11,2022-06-20 00:00:00,2023-06-28 00:00:00,6,49,1,4
527,2,10,2022-07-10 00:00:00,2023-06-28 00:00:00,7,48,2,2
528,3,13,2022-07-13 00:00:00,2023-06-29 00:00:00,8,42,2,1
529,3,11,2022-07-07 00:00:00,2023-06-27 00:00:00,9,50,2,4
530,1,14,2022-06-22 00:00:00,2023-06-28 00:00:00,10,49,2,3
531,2,14,2022-06-15 00:00:00,2023-06-27 00:00:00,9,30,2,4
532,3,11,2022-06-03 00:00:00,2023-06-28 00:00:00,9,38,1,4
533,1,14,2022-06-04 00:00:00,2023-06-27 00:00:00,1,38,1,1
534,3,11,2022-06-05 00:00:00,2023-06-28 00:00:00,2,39,2,3
535,2,15,2022-06-07 00:00:00,2023-06-29 00:00:00,1,42,2,4
536,1,10,2022-06-14 00:00:00,2023-06-29 00:00:00,1,28,1,3
537,2,10,2022-06-17 00:00:00,2023-06-27 00:00:00,2,38,1,1
538,3,14,2022-06-19 00:00:00,2023-06-28 00:00:00,3,40,2,2
539,1,12,2022-07-02 00:00:00,2023-06-29 00:00:00,4,30,2,2
540,3,10,2022-07-03 00:00:00,2023-06-29 00:00:00,5,40,1,1
541,2,10,2022-07-13 00:00:00,2023-06-27 00:00:00,6,31,1,3
542,1,14,2022-07-26 00:00:00,2023-06-27 00:00:00,7,41,1,1
543,3,11,2022-07-27 00:00:00,2023-06-28 00:00:00,8,37,1,1
544,2,14,2022-08-08 00:00:00,2023-06-28 00:00:00,9,49,1,2
545,1,14,2022-08-17 00:00:00,2023-06-27 00:00:00,10,29,1,3
546,2,10,2022-08-20 00:00:00,2023-06-26 00:00:00,9,31,1,3
547,1,10,2022-09-05 00:00:00,2023-06-27 00:00:00,9,39,1,2
548,3,12,2022-09-05 00:00:00,2023-06-27 00:00:00,1,51,2,1
549,3,10,2022-09-05 00:00:00,2023-06-27 00:00:00,2,38,2,1
550,1,11,2022-09-06 00:00:00,2023-06-27 00:00:00,1,29,2,2
551,2,13,2022-09-03 00:00:00,2023-06-28 00:00:00,1,41,2,4
552,1,13,2022-08-29 00:00:00,2023-06-27 00:00:00,2,48,2,2
553,3,14,2022-08-27 00:00:00,2023-06-28 00:00:00,3,39,1,3
554,2,12,2022-08-29 00:00:00,2023-06-29 00:00:00,4,37,1,1
555,1,11,2022-09-13 00:00:00,2023-06-28 00:00:00,5,37,2,1
556,2,14,2022-09-24 00:00:00,2023-06-27 00:00:00,6,34,1,1
557,1,15,2022-10-05 00:00:00,2023-06-29 00:00:00,7,37,1,1
558,3,14,2022-10-18 00:00:00,2023-06-30 00:00:00,8,37,2,3
559,3,13,2022-10-19 00:00:00,2023-06-28 00:00:00,9,51,2,2
560,1,15,2022-10-14 00:00:00,2023-06-29 00:00:00,10,45,1,4
561,2,14,2022-09-30 00:00:00,2023-06-28 00:00:00,9,29,2,4
562,1,14,2022-09-19 00:00:00,2023-06-30 00:00:00,9,37,1,4
563,3,10,2022-09-24 00:00:00,2023-06-29 00:00:00,1,34,1,2
564,2,14,2022-09-28 00:00:00,2023-06-29 00:00:00,2,35,1,1
565,1,12,2022-09-29 00:00:00,2023-06-27 00:00:00,1,29,1,4
566,2,11,2022-10-11 00:00:00,2023-07-01 00:00:00,1,45,1,2
567,1,14,2022-11-08 00:00:00,2023-06-29 00:00:00,2,36,1,3
568,3,11,2022-11-16 00:00:00,2023-06-28 00:00:00,3,27,2,4
569,3,10,2022-11-17 00:00:00,2023-06-26 00:00:00,4,31,2,4
570,1,10,2022-11-20 00:00:00,2023-06-30 00:00:00,5,41,2,4
571,2,13,2022-11-21 00:00:00,2023-06-29 00:00:00,6,37,1,3
572,1,12,2022-11-21 00:00:00,2023-06-30 00:00:00,7,49,2,2
573,3,12,2022-11-18 00:00:00,2023-06-27 00:00:00,8,37,2,3
574,2,14,2022-10-26 00:00:00,2023-06-29 00:00:00,9,36,2,1
575,1,13,2022-10-25 00:00:00,2023-06-28 00:00:00,10,38,2,3
576,2,15,2022-10-26 00:00:00,2023-06-30 00:00:00,9,49,2,2
577,1,15,2022-10-23 00:00:00,2023-06-26 00:00:00,9,31,1,4
578,3,13,2022-10-23 00:00:00,2023-06-28 00:00:00,1,29,2,4
579,3,12,2022-10-16 00:00:00,2023-06-28 00:00:00,2,35,2,2
580,1,14,2022-08-09 00:00:00,2023-06-29 00:00:00,1,46,2,2
581,2,10,2022-08-02 00:00:00,2023-06-29 00:00:00,1,29,2,4
582,1,12,2022-07-16 00:00:00,2023-06-28 00:00:00,2,43,2,4
583,3,15,2022-07-17 00:00:00,2023-06-28 00:00:00,3,38,2,2
584,2,14,2022-07-14 00:00:00,2023-06-28 00:00:00,4,48,2,3
585,1,14,2022-07-16 00:00:00,2023-06-29 00:00:00,5,41,1,4
586,2,15,2022-08-06 00:00:00,2023-06-29 00:00:00,6,51,2,4
587,1,14,2022-08-07 00:00:00,2023-06-28 00:00:00,7,39,1,3
588,3,11,2022-08-07 00:00:00,2023-06-27 00:00:00,8,31,1,1
589,3,15,2022-08-04 00:00:00,2023-06-29 00:00:00,9,28,1,4
590,1,15,2022-07-29 00:00:00,2023-06-29 00:00:00,10,47,1,4
591,2,14,2022-06-19 00:00:00,2023-06-28 00:00:00,9,35,2,3
592,1,15,2022-06-09 00:00:00,2023-06-29 00:00:00,9,33,1,1
593,3,11,2022-06-06 00:00:00,2023-06-29 00:00:00,1,41,1,1
594,2,12,2022-06-06 00:00:00,2023-06-30 00:00:00,2,38,2,3
595,1,10,2022-06-11 00:00:00,2023-06-28 00:00:00,1,49,1,4
596,1,14,2022-06-18 00:00:00,2023-06-28 00:00:00,1,29,2,3
597,1,13,2022-06-27 00:00:00,2023-06-28 00:00:00,2,50,1,4
598,3,12,2022-07-05 00:00:00,2023-06-29 00:00:00,3,29,2,2
599,2,15,2022-07-06 00:00:00,2023-06-27 00:00:00,4,44,1,3
600,1,14,2022-06-16 00:00:00,2023-06-29 00:00:00,5,36,2,3
601,1,14,2022-06-05 00:00:00,2023-06-30 00:00:00,6,46,2,3
602,2,14,2022-06-05 00:00:00,2023-06-29 00:00:00,7,30,1,1
603,3,15,2022-06-06 00:00:00,2023-06-27 00:00:00,8,46,2,2
604,3,15,2022-06-07 00:00:00,2023-06-28 00:00:00,9,33,1,1
605,1,15,2022-06-10 00:00:00,2023-06-29 00:00:00,10,46,2,2
606,2,14,2022-06-13 00:00:00,2023-06-29 00:00:00,9,50,1,2
607,3,14,2022-06-14 00:00:00,2023-06-27 00:00:00,9,27,2,3
608,1,12,2022-06-22 00:00:00,2023-06-28 00:00:00,1,48,2,3
609,3,14,2022-07-03 00:00:00,2023-06-29 00:00:00,2,50,2,1
610,2,13,2022-07-05 00:00:00,2023-06-29 00:00:00,1,28,2,2
611,1,15,2022-07-11 00:00:00,2023-06-28 00:00:00,1,29,2,1
612,2,11,2022-07-17 00:00:00,2023-06-27 00:00:00,2,36,1,3
613,3,12,2022-07-27 00:00:00,2023-06-28 00:00:00,3,51,1,4
614,1,15,2022-08-14 00:00:00,2023-06-28 00:00:00,4,51,1,1
615,3,13,2022-08-15 00:00:00,2023-06-27 00:00:00,5,43,1,3
616,2,14,2022-09-02 00:00:00,2023-06-27 00:00:00,6,38,2,4
617,1,11,2022-09-05 00:00:00,2023-06-28 00:00:00,7,45,2,1
618,3,10,2022-09-06 00:00:00,2023-06-28 00:00:00,8,28,2,3
619,2,11,2022-09-06 00:00:00,2023-06-29 00:00:00,9,27,1,1
620,1,11,2022-09-05 00:00:00,2023-06-27 00:00:00,10,41,2,1
621,2,14,2022-09-06 00:00:00,2023-06-29 00:00:00,9,49,1,3
622,1,12,2022-08-29 00:00:00,2023-06-28 00:00:00,9,35,1,1
623,3,13,2022-08-30 00:00:00,2023-06-28 00:00:00,1,29,2,3
624,3,10,2022-09-02 00:00:00,2023-06-30 00:00:00,2,42,1,1
625,1,15,2022-09-20 00:00:00,2023-06-28 00:00:00,1,33,1,2
626,2,10,2022-09-23 00:00:00,2023-06-30 00:00:00,1,30,1,4
627,1,11,2022-09-29 00:00:00,2023-06-29 00:00:00,2,43,2,3
628,3,10,2022-10-09 00:00:00,2023-07-01 00:00:00,3,42,1,1
629,2,11,2022-10-12 00:00:00,2023-06-29 00:00:00,4,39,1,2
630,1,15,2022-10-06 00:00:00,2023-06-30 00:00:00,5,32,2,3
631,2,14,2022-09-21 00:00:00,2023-06-28 00:00:00,6,31,1,1
632,1,13,2022-09-23 00:00:00,2023-07-01 00:00:00,7,39,1,1
633,3,12,2022-09-28 00:00:00,2023-06-29 00:00:00,8,41,2,1
634,3,12,2022-09-29 00:00:00,2023-06-29 00:00:00,9,51,2,3
635,1,13,2022-10-03 00:00:00,2023-06-27 00:00:00,10,29,1,4
636,2,10,2022-10-28 00:00:00,2023-07-01 00:00:00,9,33,2,3
637,1,12,2022-11-14 00:00:00,2023-06-29 00:00:00,9,51,2,2
638,3,11,2022-11-16 00:00:00,2023-07-01 00:00:00,1,38,1,2
639,2,10,2022-11-17 00:00:00,2023-06-28 00:00:00,2,37,2,4
640,1,13,2022-11-20 00:00:00,2023-06-30 00:00:00,1,50,2,4
641,2,12,2022-11-21 00:00:00,2023-06-29 00:00:00,1,33,1,2
642,1,11,2022-11-19 00:00:00,2023-07-01 00:00:00,2,27,1,4
643,3,11,2022-10-28 00:00:00,2023-06-27 00:00:00,3,50,2,1
644,3,15,2022-10-27 00:00:00,2023-06-29 00:00:00,4,47,2,4
645,1,13,2022-10-27 00:00:00,2023-06-29 00:00:00,5,41,1,4
646,2,10,2022-10-27 00:00:00,2023-06-30 00:00:00,6,49,2,4
647,1,15,2022-10-25 00:00:00,2023-06-28 00:00:00,7,32,1,3
648,3,10,2022-10-17 00:00:00,2023-06-28 00:00:00,8,38,2,1
649,2,14,2022-08-20 00:00:00,2023-06-29 00:00:00,9,38,2,1
650,1,15,2022-08-16 00:00:00,2023-06-29 00:00:00,10,28,2,3
651,2,13,2022-08-15 00:00:00,2023-06-29 00:00:00,9,31,1,2
652,1,14,2022-08-15 00:00:00,2023-06-29 00:00:00,9,39,2,1
653,3,11,2022-07-29 00:00:00,2023-06-29 00:00:00,1,28,2,1
654,3,12,2022-07-17 00:00:00,2023-06-28 00:00:00,2,30,2,1
655,1,11,2022-07-26 00:00:00,2023-06-29 00:00:00,1,42,1,2
656,2,14,2022-07-31 00:00:00,2023-06-29 00:00:00,1,33,2,4
657,1,14,2022-08-03 00:00:00,2023-06-29 00:00:00,2,34,2,3
658,3,13,2022-08-04 00:00:00,2023-06-29 00:00:00,3,49,2,3
659,2,13,2022-08-03 00:00:00,2023-06-29 00:00:00,4,41,1,4
660,1,12,2022-06-27 00:00:00,2023-06-29 00:00:00,5,28,1,3
661,2,14,2022-06-27 00:00:00,2023-06-28 00:00:00,6,49,2,4
662,1,15,2022-06-15 00:00:00,2023-06-29 00:00:00,7,49,1,2
663,3,11,2022-06-13 00:00:00,2023-06-29 00:00:00,8,36,1,2
664,3,11,2022-06-12 00:00:00,2023-06-30 00:00:00,9,31,1,3
665,1,10,2022-06-18 00:00:00,2023-06-28 00:00:00,10,38,1,1
666,2,15,2022-06-26 00:00:00,2023-06-29 00:00:00,9,34,2,2
667,1,11,2022-06-30 00:00:00,2023-06-30 00:00:00,9,51,2,1
668,3,13,2022-07-03 00:00:00,2023-06-30 00:00:00,1,49,1,3
669,2,13,2022-06-19 00:00:00,2023-06-28 00:00:00,2,27,2,2
670,1,10,2022-06-08 00:00:00,2023-06-29 00:00:00,1,38,1,3
671,1,10,2022-06-08 00:00:00,2023-06-30 00:00:00,1,51,1,2
672,1,14,2022-06-09 00:00:00,2023-06-30 00:00:00,2,47,2,2
673,3,15,2022-06-09 00:00:00,2023-06-27 00:00:00,3,37,1,1
674,2,13,2022-06-10 00:00:00,2023-06-28 00:00:00,4,37,2,4
675,1,11,2022-06-11 00:00:00,2023-06-29 00:00:00,5,39,2,2
676,1,11,2022-06-13 00:00:00,2023-06-29 00:00:00,6,31,1,1
677,2,13,2022-06-17 00:00:00,2023-06-28 00:00:00,7,36,1,3
678,3,15,2022-06-27 00:00:00,2023-06-28 00:00:00,8,42,2,3
679,3,11,2022-07-05 00:00:00,2023-06-29 00:00:00,9,49,1,4
680,1,15,2022-07-07 00:00:00,2023-06-29 00:00:00,10,44,2,4
681,2,11,2022-07-16 00:00:00,2023-06-28 00:00:00,9,33,1,4
682,3,11,2022-07-23 00:00:00,2023-06-27 00:00:00,9,42,1,2
683,1,13,2022-08-03 00:00:00,2023-06-29 00:00:00,1,39,1,1
684,3,10,2022-08-11 00:00:00,2023-06-29 00:00:00,2,49,1,1
685,2,12,2022-08-15 00:00:00,2023-06-30 00:00:00,1,31,1,1
686,1,14,2022-08-18 00:00:00,2023-06-28 00:00:00,1,37,1,2
687,2,13,2022-08-26 00:00:00,2023-06-29 00:00:00,2,30,2,2
688,3,10,2022-09-03 00:00:00,2023-06-28 00:00:00,3,42,1,1
689,1,15,2022-09-04 00:00:00,2023-06-29 00:00:00,4,37,2,3
690,3,15,2022-09-05 00:00:00,2023-06-30 00:00:00,5,36,1,4
691,2,11,2022-09-01 00:00:00,2023-06-29 00:00:00,6,28,2,4
692,1,15,2022-08-31 00:00:00,2023-06-30 00:00:00,7,36,1,2
693,3,14,2022-09-01 00:00:00,2023-06-29 00:00:00,8,31,2,2
694,2,14,2022-09-17 00:00:00,2023-07-01 00:00:00,9,46,1,3
695,1,13,2022-09-21 00:00:00,2023-06-28 00:00:00,10,28,1,4
